conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,followers,following,verified_status
1.93458E+18,Mon Jun 16 12:03:02 +0000 2025,323,Awwww terharuuuuu! Baiklah dengan iniii Miniqlo tutup giveaway UT X ASAHI &amp; JUNKYU yaaaa!! Ditunggu pemenang yang berjodoh sama Asahi &amp; Junkyu EH MAKSUDNYA KAOSNYA AJA,1.93458E+18,,,in,,5,40,42,https://x.com/undefined/status/1934582487101084065,1003403497,@uniqloindonesia,99854,29,1
1.92942E+18,Mon Jun 02 06:12:01 +0000 2025,1165,Jadi .. gimana ya .. enaknya coba komen ,1.92942E+18,,,in,,25,115,172,https://x.com/undefined/status/1929420720087683435,1003403497,@uniqloindonesia,99854,29,1
1.93314E+18,Thu Jun 12 12:14:50 +0000 2025,1181,GIVEAWAY ALERT Mau kembaran UT sama ASAHI &amp; JUNKYU? MINIQLO kabulin mimpi klean Caranya: 1. Mention Miniqlo + upload foto UT incaran kalian 2. Kasih alasan paling GONG kenapa kalian harus kembaran sama mas bias 3 jawaban paling GONG bakal dapet UT-nya GRATISSS https://t.co/QjevKS8ujm,1.93314E+18,https://pbs.twimg.com/media/GtPg2tkbkAAPvnB.jpg,,in,,49,137,459,https://x.com/undefined/status/1933135907433202028,1003403497,@uniqloindonesia,99854,29,1
1.93298E+18,Thu Jun 12 01:43:03 +0000 2025,622,KALO MINIQLO GIVEAWAY 3 UT KEMBARAN SAMA ASAHI &amp; JUNKYU BANGUN Y,1.93298E+18,,,in,,11,198,68,https://x.com/undefined/status/1932976911317430641,1003403497,@uniqloindonesia,99854,29,1
1.92721E+18,Tue May 27 04:00:00 +0000 2025,232,Promo seru hadir di #ArigatoIndonesia! #UniqloIndonesia mempersembahkan promo spesial untuk item favoritmu hanya dari 29 Mei - 1 Juni 2025! Dapatkan FREE* Exclusive Totebag dengan min. belanja Rp699K. Berlaku sampai 1 Juni &amp; selama persediaan masih ada. #UniqloLifewear,1.92721E+18,,,in,,8,3,4,https://x.com/undefined/status/1927213171280126066,1003403497,@uniqloindonesia,99854,29,1
1.9272E+18,Tue May 27 03:11:18 +0000 2025,334,Promo seru hadir di #ArigatoIndonesia! #UniqloIndonesia mempersembahkan promo spesial untuk item favoritmu hanya dari 29 Mei - 1 Juni 2025! Dapatkan FREE* Exclusive Totebag dengan min. belanja Rp699K. Berlaku sampai 1 Juni &amp; selama persediaan masih ada. #UniqloLifewear,1.9272E+18,,,in,,3,17,14,https://x.com/undefined/status/1927200914265219232,1003403497,@uniqloindonesia,99854,29,1
1.9272E+18,Tue May 27 03:11:47 +0000 2025,296,Promo seru hadir di #ArigatoIndonesia! #UniqloIndonesia mempersembahkan promo spesial untuk item favoritmu hanya dari 29 Mei - 1 Juni 2025! Dapatkan FREE* Exclusive Totebag dengan min. belanja Rp699K. Berlaku sampai 1 Juni &amp; selama persediaan masih ada. #UniqloLifewear,1.9272E+18,,,in,,1,5,7,https://x.com/undefined/status/1927201037057728699,1003403497,@uniqloindonesia,99854,29,1
1.97947E+18,Sat Oct 18 08:47:12 +0000 2025,3,YANG WTB KAOS UNIQLO 100rb-an HARAP MAMPIR KE SINIII https://t.co/YDaj69sUYf https://t.co/VHZkpDIBw5,1.97947E+18,https://pbs.twimg.com/media/G3h81JDWYAAsYzR.jpg,,in,,0,0,0,https://x.com/undefined/status/1979469299762020810,1003403497,@uniqloindonesia,99854,29,1
1.97903E+18,Fri Oct 17 03:57:53 +0000 2025,1,BEHHHH Bratop Sweater Jaket Hoodie dan Jaket UV AIRism lagi SALE. Best deal sih buruan ygy soalnya limited!! https://t.co/9He4kWe04i,1.97903E+18,https://pbs.twimg.com/media/G3bwyWlXYAEAHlE.jpg,,in,,0,0,0,https://x.com/undefined/status/1979034104252293242,1003403497,@uniqloindonesia,99854,29,1
1.97873E+18,Thu Oct 16 08:00:02 +0000 2025,2,Gak usah nunggu akhir bulan buat belanja Uniqlo ️ JANJI GAK SCAM soalnya beneran miniqlo berbaik hati kasih harga mulai dari 90ribuan. Udah buka aja linknya https://t.co/2M9kceDLnZ (((Kabarin kalo udah belanja soalnya limited euy))) https://t.co/z2oUpGYQMY,1.97873E+18,https://pbs.twimg.com/media/G3WJOpQasAAb99u.jpg,,in,,1,0,0,https://x.com/undefined/status/1978732655202951247,1003403497,@uniqloindonesia,99854,29,1
